file	id	severity	route	family	reason	records	degraded	detail
3-14.md	3.14	typed	typed	prose	typed	509-512		
3-15.md	3.15	typed	typed	prose	typed	512-514		
3-16.md	3.16	typed	typed	prose	typed	514-515		
3-17.md	3.17	typed	typed	prose	typed	515-517		
3-18.md	3.18	typed	typed	prose	typed	517-526		
3-19.md	3.19	typed	typed	prose	typed	526-535		
3-20.md	3.20	typed	typed	prose	typed	535-537		
3-21.md	3.21	typed	typed	prose	typed	537-539		
3-22.md	3.22	typed	typed	prose	typed	539-541		
3-23.md	3.23	typed	typed	prose	typed	541-544		
3-24.md	3.24	typed	typed	prose	typed	544-547		
3-25.md	3.25	typed	typed	prose	typed	547-549		
3-26.md	3.26	typed	typed	prose	typed	549-551		
3-27.md	3.27	typed	typed	prose	typed	551-553		
3-28.md	3.28	typed	typed	prose	typed	553-559		
3-29.md	3.29	typed	typed	prose	typed	559-580		
3-30.md	3.30	typed	typed	prose	typed	580-591		
glossary.md	GLOSSARY	typed	typed	prose	typed	591-694		
bibliography.md	BIBLIOGRAPHY	typed	typed	prose	typed	694-695		
bibliography-1.md	BIBLIOGRAPHY.1	best-effort	best-effort		typed-lowering-declined	695-706		prose topic rejected: overlapping selector spans
bibliography-2.md	BIBLIOGRAPHY.2	typed	typed	prose	typed	706-709		
bibliography-3.md	BIBLIOGRAPHY.3	typed	typed	prose	typed	709-711		
bibliography-4.md	BIBLIOGRAPHY.4	typed	typed	prose	typed	711-713		
bibliography-5.md	BIBLIOGRAPHY.5	typed	typed	publication catalog	typed	713-714		
bibliography-6.md	BIBLIOGRAPHY.6	typed	typed	prose	typed	714-715		
bibliography-7.md	BIBLIOGRAPHY.7	typed	typed	prose	typed	715-717		
bibliography-8.md	BIBLIOGRAPHY.8	typed	typed	prose	typed	717-719		
bibliography-9.md	BIBLIOGRAPHY.9	typed	typed	publication catalog	typed	719-720		
index.md	INDEX	typed	typed	generated navigation	typed	720-730		
# summary	best-effort=1	typed=109	total=110
