file	id	severity	route	family	reason	records	degraded	detail
appendix1-4-2-14.md	APPENDIX1.4.2.14	typed	typed	prose	typed	682-683		
appendix1-4-2-15.md	APPENDIX1.4.2.15	typed	typed	prose	typed	683-684		
appendix1-4-2-16.md	APPENDIX1.4.2.16	typed	typed	prose	typed	684-685		
appendix1-4-2-17.md	APPENDIX1.4.2.17	typed	typed	prose	typed	685-686		
appendix1-4-2-18.md	APPENDIX1.4.2.18	typed	typed	prose	typed	686-687		
appendix1-4-2-19.md	APPENDIX1.4.2.19	typed	typed	prose	typed	687-688		
appendix1-4-2-20.md	APPENDIX1.4.2.20	typed	typed	prose	typed	688-689		
appendix1-4-2-21.md	APPENDIX1.4.2.21	typed	typed	prose	typed	689-692		
appendix1-4-2-22.md	APPENDIX1.4.2.22	typed	typed	prose	typed	692-693		
appendix1-4-2-23.md	APPENDIX1.4.2.23	typed	typed	prose	typed	693-694		
appendix1-4-2-24.md	APPENDIX1.4.2.24	typed	typed	prose	typed	694-695		
appendix1-4-2-25.md	APPENDIX1.4.2.25	typed	typed	prose	typed	695-696		
appendix1-4-2-26.md	APPENDIX1.4.2.26	typed	typed	prose	typed	696-697		
appendix1-4-3.md	APPENDIX1.4.3	typed	typed	prose	typed	697-708		
appendix1-4-3-1.md	APPENDIX1.4.3.1	typed	typed	prose	typed	708-709		
appendix1-4-3-2.md	APPENDIX1.4.3.2	typed	typed	prose	typed	709-710		
appendix1-4-3-3.md	APPENDIX1.4.3.3	typed	typed	prose	typed	710-711		
appendix1-5.md	APPENDIX1.5	typed	typed	prose	typed	711-712		
appendix1-5-1.md	APPENDIX1.5.1	typed	typed	prose	typed	712-714		
appendix1-5-1-1.md	APPENDIX1.5.1.1	typed	typed	prose	typed	714-715		
appendix1-5-1-2.md	APPENDIX1.5.1.2	typed	typed	prose	typed	715-716		
appendix1-5-1-3.md	APPENDIX1.5.1.3	typed	typed	prose	typed	716-717		
appendix1-5-1-4.md	APPENDIX1.5.1.4	typed	typed	prose	typed	717-718		
appendix1-5-1-5.md	APPENDIX1.5.1.5	typed	typed	prose	typed	718-720		
appendix1-5-1-6.md	APPENDIX1.5.1.6	typed	typed	prose	typed	720-721		
appendix1-5-1-7.md	APPENDIX1.5.1.7	typed	typed	prose	typed	721-722		
appendix1-5-1-8.md	APPENDIX1.5.1.8	typed	typed	prose	typed	722-723		
appendix1-5-1-9.md	APPENDIX1.5.1.9	typed	typed	prose	typed	723-724		
appendix1-5-1-10.md	APPENDIX1.5.1.10	typed	typed	prose	typed	724-725		
appendix1-5-1-11.md	APPENDIX1.5.1.11	typed	typed	prose	typed	725-726		
appendix1-5-1-12.md	APPENDIX1.5.1.12	typed	typed	prose	typed	726-727		
appendix1-5-1-13.md	APPENDIX1.5.1.13	typed	typed	prose	typed	727-729		
appendix1-5-1-14.md	APPENDIX1.5.1.14	typed	typed	prose	typed	729-731		
appendix1-5-1-15.md	APPENDIX1.5.1.15	typed	typed	prose	typed	731-732		
appendix1-5-1-16.md	APPENDIX1.5.1.16	typed	typed	prose	typed	732-733		
appendix1-5-1-17.md	APPENDIX1.5.1.17	typed	typed	prose	typed	733-734		
